Aerodromo_de_Destino,Aerodromo_de_Origem,CLS,Categoria_da_Aeronave,Classificacao_da_Ocorrência,Danos_a_Aeronave,Data_da_Ocorrencia,Descricao_do_Tipo,Fase_da_Operacao,Historico,Hora_da_Ocorrência,ICAO,Ilesos_Passageiros,Ilesos_Tripulantes,Latitude,Lesoes_Desconhecidas_Passageiros,Lesoes_Desconhecidas_Terceiros,Lesoes_Desconhecidas_Tripulantes,Lesoes_Fatais_Passageiros,Lesoes_Fatais_Terceiros,Lesoes_Fatais_Tripulantes,Lesoes_Graves_Passageiros,Lesoes_Graves_Terceiros,Lesoes_Graves_Tripulantes,Lesoes_Leves_Passageiros,Lesoes_Leves_Terceiros,Lesoes_Leves_Tripulantes,Longitude,Matricula,Modelo,Municipio,Nome_do_Fabricante,Numero_da_Ficha,Numero_da_Ocorrencia,Numero_de_Assentos,Operacao,Operador,Operador_Padronizado,PMD,PSSO,Regiao,Tipo_ICAO,Tipo_de_Aerodromo,Tipo_de_Ocorrencia,UF
SBSJ,SNOS,L1P,TPP,Incidente,Leve,2014-05-04,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,Pouso,A aeronave pousou na pista 15 e quando taxiava para estacionamento informou ao órgão de controle que o pneu direito do trem principal estava furado. Não foi necessário apoio para o táxi e foi coordenado o estacionamento na entrada do pátio 04 da EMBRAER.,16:16:00,null,3,1,"-23,2289",0,0,0,0,0,0,0,0,0,0,0,0,"-45,8711",PPZDG,RV-10,SÃO JOSÉ DOS CAMPOS,FLYER IND AERONAUTICA LTDA,1075/2014,5932,4,Voo Privado,BRENO PINTO DA SILVA,BRENO PINTO DA SILVA,1224,verdadeiro,Sudeste,ZZZZ,null,SCF-NP,SP
SBIP,SBBH,L2T,TPR,Incidente,Nenhum,2014-05-21,FALHA OU MAU FUNCIONAMENTO DO MOTOR,Subida,"Logo após a decolagem, voo AD2574, a aeronave apresentou falha nos parâmetros do motor # 1 sendo necessário efetuar o corte do referido motor em voo. Aeronave retornou para o Aeroporto da Pampulha e houve declaração de emergência. Os clientes foram informados do retorno e o pouso ocorreu em condição monomotor, porém sem intercorrências. O desembarque ocorreu normalmente. Após troca de aeronave (PP-PTW) voo prosseguiu para o destino.",21:50:00,null,41,4,"-19,8519",0,0,0,0,0,0,0,0,0,0,0,0,"-43,9506",PRTKE,ATR-42-500,BELO HORIZONTE,AEROSPATIALE AND ALENIA,0905/2014,5872,52,Voo Regular,TRIP,TRIP,18600,verdadeiro,Sudeste,AT45,null,SCF-PP,MG
,,L2J,TPR,Ocorrência Anormal,null,2011-01-30,null,null,COLISÃO COM PÁSSARO,null,null,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PRGOE,737-75B,null,BOEING COMPANY,190/2011,1716,154,Voo Regular,GOL,GOL,68038,verdadeiro,Sudeste,B737,null,null,SP
,,L2P,TPP,Ocorrência Anormal,null,2011-04-26,null,null,"Logo apos a decolagem, as 11:39 local, o Cmte solicitou retorno devido a um problema de vazamento de combustÍvel. Pousou sem problemas as 11:45 local e taxiou para o hangar da Globo.",null,null,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PTLZE,58,null,BEECH AIRCRAFT,38/2011,2034,6,Voo Privado,VIAÇÃO XAVANTE LTDA,VIACAO XAVANTE LTDA,2449,verdadeiro,Centro-Oeste,BE58,null,null,GO
,,L1P,TPP,Incidente,null,2011-04-17,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,null,"O PILOTO RELATOU QUE AO REALIZAR SUA CORRIDA DE DECOLAGEM COM DESTINO A SBRJ, APOS TIRAR A AERONAVE DO SOLO , PERCEBEU UMA CERTA TREPIDACAO NO TREM DE POUSO PRINCIPAL DIREITO. PROSSEGUIU SOBREVOANDO SBBR E SOLICITOU A TWR/BR AUXILIO VISUAL PARA TENTAR DETECTAR ALGUMA AVARIA NO TREM DE POUSO PRINCIPAL DIREITO. A TWR/BR RELATOU QUE O TREM DE POUSO ESTAVA NORMAL, POREM, SEM POSSIBILIDADES DE DIAGNOSTICAR O ESTADO DOS PNEUS DO TREM DE POUSO.FOI REALIZADO O POUSO ONDE FOI CONSTATADO O ESTOURO DO PNEU DO TREM DE POUSO DIREITO NA DECOLAGEM ANTERIOR.",null,null,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PTMSF,PA-46-350P,null,PIPER AIRCRAFT,41/2011,2001,6,Voo Privado,WMB COMERCIO E EXPORTACAO LTDA,WMB COMERCIO E EXPORTACAO LTDA,1950,verdadeiro,Centro-Oeste,PA46,null,SCF-NP,DF
,,L1P,TPP,Incidente,null,2011-04-14,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,null,"Estouro de pneu da bequilha durante o rolagem para a decolagem na pista 18, o comandante abortou a decolagem e efetuou taxi sem necessidade de auxilio area de movimento para reparos.",null,null,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PRKAR,SR20,null,CIRRUS DESIGN,41/2011,1991,4,Voo Privado,MAZZOCONSULT CONSULT.ASSOCIADOS LTDA,MAZZOCONSULT CONSULT.ASSOCIADOS LTDA,1383,verdadeiro,Sudeste,SR20,null,SCF-NP,SP
,,L2T,TPX,Incidente,null,2011-03-20,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,null,"APOS O POUSO, DURANTE O TAXI HOUVE O ESTOURO DO PNEU NO LADO DO TREM DE POUSO DIREITO.",null,null,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PTLHH,MU-2B-60,null,MITSUBISHI,22/2011,1912,10,Táxi Aéreo,SETE TÁXI AÉREO LTDA,SETE TAXI AEREO LTDA,5250,verdadeiro,Centro-Oeste,MU2,null,SCF-NP,GO
,,L2P,TPP,Incidente,null,2011-03-02,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,null,"DURANTE O POUSO NA PISTA 18,APóS VOO LOCAL, COMANDANTE INFORMOU QUE O PNEU ESQUERDO HAVIA ESTOURADO. CONSEGUIU ABANDONAR A PISTA NA TWY C PARA AGUARDAR SOCORRO.",null,null,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PRWGO,58,null,BEECH AIRCRAFT,22/2011,1845,6,Voo Privado,INSTITUTO DE OLHOS FABIO VIEIRA S/S,INSTITUTO DE OLHOS FABIO VIEIRA S/S,2494,verdadeiro,Sudeste,BE58,null,SCF-NP,SP
,,H2T,TPX,Incidente,null,2011-05-28,FALHA OU MAU FUNCIONAMENTO DO MOTOR,null,"DURANTE A FINAL CURTA DA LOCAÇÃO (CLAREIRA) DA PETROBRÁS DE NOME CHIBATA E CRUZANDO 300FT AGL TRANSPORTANDO UMA CARGA EXTERNA DE 1300KG (CABINE TRATOR MAEDA),OCORREU FORTE RUIDO TÍPICO DE STALL COM BRUSCA QUEDA DA POTENCIA DO MOTOR #1. FOI INICIADA UMA ARREMETIDA PARA DENTRO DA CLAREIRA E A CARGA EXTERNA FOI ALIJADA PARA DENTRO DA REFERIDA CLAREIRA. SUBIU-SE PARA 700FT, SEGUINDO PARA A BASE DE URUCU.",null,null,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PRMEX,S-61N,null,SIKORSKY AIRCRAFT,22/2011,2113,21,Táxi Aéreo,OMNI TÁXI AÉREO LTDA,OMNI TAXI AEREO LTDA,19000,verdadeiro,Norte,S61,null,SCF-PP,AM
,,L2P,TPP,Ocorrência Anormal,null,2011-05-13,null,null,"A aeronave em questao pousou na pista 10 e ao taxiar pela tway DD, furou o pneu da bequilha. A mesma ficou parada no trecho da tway DD entre N e CC nao impactando nos pouso e decolagens do sistema 10/28. Posteriormente foi rebocada para o recuo da tway V para o devido conserto do pneu.",null,null,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PTELA,EMB-810C,null,EMBRAER,76/2011,2083,6,Voo Privado,LEONARDO MAGALHÃES FRANCO E OUTRO,LEONARDO MAGALHAES FRANCO E OUTRO,2073,verdadeiro,Sudeste,PA34,null,null,RJ
SBJR,SBTV,L1T,TPX,Incidente,Nenhum,2020-01-03,INDETERMINADO,Em rota,"A AERONAVE DECOLOU DO AERÓDROMO TERRAVISTA (SBTV), PORTO SEGURO, BA, COM DESTINO AO AERÓDROMO JACAREPAGUÁ-ROBERTO MARINHO (SBJR), RIO DE JANEIRO, RJ, A FIM DE EFETUAR TRANSPORTE DE PESSOAL, COM DOIS TRIPULANTES E SEIS PASSAGEIROS A BORDO. DURANTE O VOO, FOI OBSERVADO UM RUÍDO ANORMAL ACOMPANHADO DE LEVE VIBRAÇÃO, APARENTEMENTE, ORIUNDOS DO MOTOR. A TRIPULAÇÃO VERIFICOU OS PARÂMETROS, INDICAÇÕES E PERFORMANCE DO MOTOR QUE PERMANECERAM NORMAIS, COM EXCEÇÃO DO RUÍDO, QUE PERDUROU ATÉ O CORTE DO MOTOR. DEVIDO ÀS CONDIÇÕES METEOROLÓGICAS ADVERSAS, A TRIPULAÇÃO ALTERNOU O VOO PARA O AERÓDROMO ANTÔNIO CARLOS JOBIM-GALEÃO (SBGL), RIO DE JANEIRO, RJ. O POUSO FOI REALIZADO NORMALMENTE, SEM INTERCORRÊNCIAS. A AERONAVE NÃO TEVE DANOS.
OS TRIPULANTES E OS PASSAGEIROS SAÍRAM ILESOS.",14:10:00,Fora de Aeródromo,6,2,"-18,3119",0,0,0,0,0,0,0,0,0,0,0,0,"-39,6636",PRVNZ,PC-12/47E,SÃO MATEUS,PILATUS,PR-VNZ 03JAN2020 14H10 SERIPA3,11063,10,Táxi Aéreo,AERO RIO TÁXI AÉREO LTDA,AERO RIO TAXI AEREO LTDA,4740,verdadeiro,Sudeste,PC12,-,UNK,ES
null,SBSV,L2J,TPR,Incidente,Nenhum,2020-01-04,COLISÃO COM AVE,Decolagem,"Durante a corrida de decolagem da RWY 10 do Aeródromo Deputado Luís Eduardo Magalhães (SBSV), Salvador, BA, o motor número 2 da aeronave colidiu contra um pássaro. Houve vibração do referido motor, e, após a redução da sua potência, os parâmetros permaneceram dentro dos limites. Foi realizado o corte do motor. Foi declarada situação de urgência. A tripulação realizou esperas a fim de atingir o peso de pouso previsto e regressar para SBSV. O pouso foi realizado normalmente e sem intercorrências. Os danos à aeronave foram restritos ao motor. Todos a bordo saíram ilesos.",13:30:00,SBSV,0,0,"-12,215",0,0,0,0,0,0,0,0,0,0,0,0,"-38,6386",PRTYH,A320-214,SALVADOR,AIRBUS S.A.S.,PR-TYH 04JAN2020 13H30 CENIPA,11052,182,Voo Regular,Tam Linhas Aereas,TAM,77000,verdadeiro,Nordeste,A320,Público,BIRD,BA
ZZZZ,SDOW,L1P,TPP,Acidente,Substancial,2019-12-03,CONTATO ANORMAL COM A PISTA,Pouso,"A AERONAVE DECOLOU DO AERÓDROMO OURILÂNDIA DO NORTE (SDOW), OURILÂNDIA DO NORTE, PA, COM DESTINO A UMA PISTA DE POUSO EVENTUAL NÃO HOMOLOGADA/NÃO REGISTRADA (GARIMPO DA PERUANA), NO MUNICÍPIO DE OURILÂNDIA DO NORTE, PA, POR VOLTA DAS 13H30MIN (UTC), A FIM DE TRANSPORTAR CARGA E PESSOAL, COM UM TRIPULANTE E TRÊS PASSAGEIROS A BORDO. DURANTE O POUSO, NA LOCALIDADE DE DESTINO, A AERONAVE PERDEU O CONTROLE E CAPOTOU. A AERONAVE TEVE DANOS SUBSTANCIAIS. O TRIPULANTE E OS PASSAGEIROS SAÍRAM ILESOS.",13:50:00,SDOW,3,1,"-7,16",0,0,0,0,0,0,0,0,0,0,0,0,"-50,8469",PTNLJ,EMB-710C,OURILÂNDIA DO NORTE,NEIVA,201989412,11014,4,Voo Privado,JOELMA ALVES DE CASTRO SANTOS,JOELMA ALVES DE CASTRO SANTOS,1361,verdadeiro,Norte,P28B,Público,ARC,PA
SBLO,SBCT,L2T,TPR,Incidente,Nenhum,2019-03-20,FOGO/FUMAÇA,Operação de Solo,"A AERONAVE DECOLARIA DO AERÓDROMO AFONSO PENA (SBCT), CURITIBA, PR, COM DESTINO AO AERÓDROMO GOVERNADOR JOSÉ RICHA (SBLO), LONDRINA, PR, A FIM DE REALIZAR VOO DE TRANSPORTE AÉREO PÚBLICO REGULAR.
DURANTE A PARTIDA DO HOTEL MODE, AINDA NO PÁTIO DE ESTACIONAMENTO DE SBCT, HOUVE UM FORTE CHEIRO DE QUEIMADO E FOI PERCEBIDO FUMAÇA ATRÁS DO HACK ELETRÔNICO. 
FOI REALIZADA A EVACUAÇÃO DA AERONAVE. 
A AERONAVE NÃO TEVE DANOS. OS TRIPULANTES E PASSAGEIROS SAÍRAM ILESOS.",21:20:00,null,64,4,"-25,5317",0,0,0,0,0,0,0,0,0,0,0,0,"-49,1761",PRAQN,ATR-72-212A,SÃO JOSÉ DOS PINHAIS,AEROSPATIALE AND ALENIA,201903212112105,8422,75,Voo Regular,AZUL LINHAS AÉREAS BRASILEIRAS,AZUL,23000,verdadeiro,Sul,AT72,null,F-NI,PR
,SDUR,L1P,AMD,Acidente,Substancial,2019-06-22,FALHA OU MAU FUNCIONAMENTO DO MOTOR,Decolagem,"A aeronave decolou do aeródromo Itaboraí (SDUR), Itaboraí, RJ, a fim de realizar um voo privado, com um tripulante a bordo. Durante a decolagem, ocorreu a falha do motor. O piloto tentou retornar, porém, a aeronave veio a colidir contra o solo. A aeronave teve danos substanciais. O piloto sofreu lesões fatais.",12:45:00,SDUR,0,0,"-22,7094",0,0,0,0,0,1,0,0,0,0,0,0,"-42,8442",PURMR,FOX V5 ADVANCED,ITABORAÍ,VECTOR ULTRALIGHT IND.COM.LTDA,PU-RMR 22JUN2019 12H45 SERIPA3,9943,2,Voo Experimental,VICTOR MARCOS SCHMID,VICTOR MARCOS SCHMID,000399,falso,Sudeste,ULAC,Privado,SCF-PP,RJ
,,L1P,TPP,Ocorrência Anormal,null,2012-01-31,null,null,"Informo que às 19h26min, após iniciar movimentação na táxi H, o Cmt. (Sandro José Palinski, cod. 128683) da ACFT  PT-VBK (Emb. 711ST) percebeu que seu pneu da biquilha esvaziou. Como estava em frente ao hangar Polícia Federal, o mesmo solicitou apoio à TWR. O PCM deslocou ao local e com o apoio da Aeromot e do Proprietário da mesma, a ACFT foi empurrada para o pátio da Aeromot, sendo liberada a Táxi H sem causar transtornos a movimentação às 19h45min.",null,null,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PTVBK,EMB-711ST,null,NEIVA,0226/2012,2827,4,Voo Privado,PIPPI MAQUINAS AGRICOLAS LTDA,PIPPI MAQUINAS AGRICOLAS LTDA,1315,verdadeiro,Sul,P28T,null,null,RS
,,L1P,PRI,Acidente,Substancial,2011-07-20,PERDA DE CONTROLE NO SOLO,Decolagem,"AERONAVE INICIOU A CORRIDA PARA DECOLAGEM DA CABECEIRA 25, APOS ERGUER A CAUDA A AERONAVE GUINOU PARA DIREITA. O INSTRUTOR REDUZIU A POTENCIA E ABORTOU A DECOLAGEM. INSTRUTOR E ALUNO APLICARAM O PEDAL ESQUERDO PARA CORRIGIR A GUINADA PARA DIREITA. O ALUNO CONFUNDIU-SE E APLICOU O PEDAL DOS FREIOS. A AERONAVE PILONOU NA PISTA.",null,null,0,2,"-25,1878",0,0,0,0,0,0,0,0,0,0,0,0,"-50,1444",PPHPB,56-C-1,null,NEIVA,97/2011,2255,2,Voo de Instrução,AEROCLUBE DE PONTA GROSSA,AEROCLUBE DE PONTA GROSSA,660,verdadeiro,Sul,PAUL,null,LOC-G,PR
,,H2T,TPX,Incidente,null,2011-07-15,OUTROS,null,"Pouso em Unidade Mari?tima Offshore errada. Pretendida U.M. SEAN EXPLORER, pouso indevido na U.M. PRIDE VENEZUELA",null,null,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PPNLX,AB139,null,AGUSTA,106/2011,2237,17,Táxi Aéreo,AEROLEO TAXI AEREO,AEROLEO TAXI AEREO,6800,verdadeiro,Sudeste,A139,null,OTHR,RJ
,,null,ESTRANGEIRA,Incidente,null,2011-12-29,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,null,"VIDRO PARA-BRISAS DA CABINE DE COMANDO TRINCADO. LIBEROU A POSIÇÃO H03 ÀS 21H20 DO DIA 28/12 E RETORNOU PARA O AEROPORTO NO DIA 29/12, àS 06H39, PARA A POSIÇÃO F 09 ÀS 06H52. OS PASAGEIROS DESEMBARCARAM E FORAM ACOMODADOS NO HOTEL. ACRESCENTO QUE O AEROPORTO DE DESTINO É Charles De Gaulle. Código IATA, CDG, Código ICAO: LFPG, SÓ QUE NÃO É POSSIVEL INCLUIR PELO SIGIPAER, POIS O SISTEMA NÃO ACEITA NENHUMA DAS SIGLAS.",null,null,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,null,FGSPV,null,null,null,7951/2011,2737,null,Voo Regular,AIR FRANCE S/A,AIR FRANCE,null,falso,Sudeste,null,null,SCF-NP,SP
,,L2J,TPR,Incidente,null,2011-09-26,null,null,"Durante a inspeção de pernoite da aeronave PR-MBQ, após o voo JJ3525, etapa SBRF/SBGR foi constatada colisão com pássaro no parabrisa.executado inspeção da janela após BIRD STRIKE  conforme manual de manutenção AMM  05-51-14-200-nada foi encontrado e aeronave liberada.",null,null,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PRMBQ,A320-232,null,AIRBUS S.A.S.,7307/2011,2455,184,Voo Regular,TAM,TAM,77000,verdadeiro,Sudeste,A320,null,null,SP
,,L1P,PRI,Ocorrência Anormal,null,2012-03-01,null,null,"Às 21:19 UTC, PTIVZ , após o pouso taxiou lentamente para livrar a pista, e, ao livrar via TWY E, solicitou manter a posição para realizar uma verificação. Logo após, o piloto informou ter furado o pneu da bequilha.",null,null,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PTIVZ,PA-28R-200,null,PIPER AIRCRAFT,0372/2012,2913,4,Voo de Instrução,CHB ESCOLA DE AVIAÇÃO CIVIL LTDA,CHB ESCOLA DE AVIACAO CIVIL LTDA,1202,verdadeiro,Sudeste,P28R,null,null,MG
,,L1P,TPP,Ocorrência Anormal,null,2012-05-08,null,null,"Às 17:34UTC, O APP-AN informou retorno do PR-EPG devido à despressurização da cabine. O piloto não solicitou apoio de solo e a aeronave pousou normalmente às 17:50UTC, prosseguindo para o hangar da empresa de manutenção Quik Ltda.",null,null,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PREPG,PA-46-350P,null,PIPER AIRCRAFT,0901/2012,3105,6,Voo Privado,CMN CONSTRUTORA MEIO NORTE LTDA,CMN CONSTRUTORA MEIO NORTE LTDA,1950,verdadeiro,Centro-Oeste,PA46,null,null,DF
SDSE,XXXX,L1P,TPP,Acidente,null,2012-02-24,FALHA OU MAU FUNCIONAMENTO DO MOTOR,null,"Segundo relato do piloto, durante voo sobre a cidade de Costa Rica, o motor começou a apresentar barulho e vibração, vindo a parar. O piloto fez pouso forçado em canavial, vindo a pilonar após colidir o trem em uma curva de nível.",null,null,0,0,"-18,4889",0,0,0,0,0,0,0,0,0,1,0,1,"-53,1444",PTBHY,180C,COSTA RICA,CESSNA AIRCRAFT,0357/2012,2902,4,Voo Privado,ÉDER MARCOS BORGES,EDER MARCOS BORGES,1202,verdadeiro,Centro-Oeste,C180,null,SCF-PP,MS
SDEN,SDEN,H1P,TPP,Acidente,Substancial,2013-08-21,COLISÃO NO SOLO,Decolagem,"APÓS O DESEMBARQUE DOS PASSAGEIROS, O PILOTO INFORMOU QUE HAVIA DECOLADO PARA REPOSICIONAR O HELICÓPTERO NA ÁREA DO PÁTIO DE MANOBRAS. DURANTE ESTE PROCEDIMENTO, RELATOU QUE O HELICÓPTERO FOI ATINGIDO POR UMA RAJADA DE VENTO. O HELICÓPTERO COLIDIU O ROTOR PRINCIPAL COM A PARTE SUPERIOR, COLUNA E PORTA DO HANGAR DA EMPRESA - GRUPO ALL EMPREENDIMENTOS.NOTA: FOI RECEBIDA PELO OSV DO SERIPA V A COMUNICAÇÃO DA OCORRÊNCIA POR INTERMÉDIO DE DENÚNCIA SOMENTE NO DIA 29/08/2013 ÀS 7H30MIN (OITO DIAS APÓS O ACIDENTE).  NA SEQUÊNCIA FOI ENVIADO EMAIL AO SERIPA V, RATIFICANDO AS INFORMAÇÕES PASSADAS ANTERIORMENTE POR TELEFONE, ACRESCIDAS POR ALGUMAS FOTOS. FOI REALIZADO CONTATO COM O PROPRIETÁRIO DO CONDOMÍNIO QUE CONFIRMOU A OCORRÊNCIA. FOI FEITO CONTATO (TELEFONE E EMAIL) COM O PILOTO E SOLICITADO QUE COMUNICASSE IMEDIATAMENTE A OCORRÊNCIA. INFORMO QUE ATÉ O PRESENTE MOMENTO, O SERIPA V NÃO RECEBEU A REFERIDA COMUNICAÇÃO. FOI REALIZADO CONTATO O OPERADOR (POWER AVIATION) PARA MAIORES ESCLARECIMENTOS, TODAVIA SEM SUCESSO.O SERIPA V SOLICITA DISPENSA DE INVESTIGAÇÃO DEVIDO AOS SEGUINTES FATOS:1 - NÃO HOUVE COMUNICAÇÃO DA OCORRÊNCIA AERONÁUTICA PELO OPERADOR / PROPRIETÁRIO / PILOTO;2 - O HELICÓPTERO FOI REMOVIDO DO LOCAL DA OCORRÊNCIA SEM AUTORIZAÇÃO DO COMANDO INVESTIGADOR; E3 - HÁ INDÍCIOS DE QUE PARTES DOS DESTROÇOS FORAM MANIPULADOS (CONE DE CAUDA)",14:45:00,null,0,1,"-27,1664",0,0,0,0,0,0,0,0,0,0,0,0,"-48,6225",PRDUH,R44 II,PORTO BELO,ROBINSON HELICOPTER,1638/2013,4300,4,Voo Privado,BRADESCO LEASING S/A / POWER AVIATION IMPORTAÇÃO LTDA,POWER AVIATION IMPORTACAO LTDA,1134,verdadeiro,Sul,R44,null,GCOL,SC
SBEG,SWYN,L2P,TPP,Incidente,Nenhum,2013-07-13,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,Operação de Solo,"Após o pouso da aeronave procedente de Apuí/Prainha (SWYN) na pista RWY 10 do Aerodromo Internacional Eduardo Gomes (SBEG), o comandante percebeu o esvaziamento do pneu do trem dianteiro, tendo como ação desviar o curso para a área remota 28, para não interferir na operacionalidade do aeródromo. Foi efetuada a troca do pneu da bequilha.",21:00:00,null,0,1,"-3,04111",0,0,0,0,0,0,0,0,0,0,0,0,"-60,0506",PROKK,58,MANAUS,RAYTHEON AIRCRAFT,1376/2013,4291,6,Voo Privado,COTRAP CONSTR. E TRANSPORT. PIONEIRO LTDA,COTRAP CONSTR. E TRANSPORT. PIONEIRO LTDA,2449,verdadeiro,Norte,BE58,null,SCF-NP,AM
SBLO,SBLO,L1P,PRI,Incidente,Leve,2013-02-04,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,Corrida após pouso,"Às 16:14UTC, o PPFXH, SBLO/SBLO, já no solo, livrando a RWY13, pela intersecção D, o comandante reportou que o pneu do trem de nariz havia furado, necessitando de reboque.A TWR informou o COA e foi ativado o COE.O COE  providenciou o reboque da aeronave, com o consentimento do piloto.O pneu foi substituído na pista de táxi Echo.Às 17:12UTC, aeronave iniciou táxi por meios próprios para o aeroclube e às 17:13UTC a taxiway Echo foi liberada.Houve interdição da pista de pouso e decolagem das 16:14UTC às 16:33UTC e de parte da Táxi Echo das 16:33UTC às 17h13UTC.",16:14:00,null,0,2,"-23,3303",0,0,0,0,0,0,0,0,0,0,0,0,"-51,1367",PPFXH,EMB-711ST,LONDRINA,NEIVA,0222/2013,3921,4,Voo de Instrução,AEROCLUBE DE LONDRINA,AEROCLUBE DE LONDRINA,1315,verdadeiro,Sul,P28T,null,SCF-NP,PR
SSCL,SSCL,L1P,TPP,Acidente,Substancial,2017-04-14,INDETERMINADO,Indeterminada,"DURANTE VOO LOCAL NAS PROXIMIDADES DO AERÓDROMO, A AERONAVE VEIO A COLIDIR CONTRA UMA ÁRVORE ALINHADA A 400 METROS DA CABECEIRA DA PISTA. A AERONAVE TEVE DANOS SUBSTANCIAIS E HOUVE DUAS VÍTIMAS FATAIS.",20:45:00,null,0,0,"-19,1436",0,0,0,1,0,1,0,0,0,0,0,0,"-51,6858",PRLPW,172N,CASSILÂNDIA,CESSNA AIRCRAFT,PR-LPW 14ABR2017 20H45 SERIPA4,7233,4,Voo Privado,FLÁVIO BORGES RODRIGUES,FLAVIO BORGES RODRIGUES,1043,verdadeiro,Centro-Oeste,C172,null,UNK,MS
SBMA,SNDC,L1T,TPR,Incidente,Nenhum,2015-02-05,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,Corrida após pouso,"FURO DE PNEU, DURANTE O POUSO.",17:55:00,null,4,2,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PTMEI,208B,MARABÁ,CESSNA AIRCRAFT,201502052015357,7966,11,Voo Regular,SETE LINHAS AÉREAS LTDA.,SETE LINHAS AEREAS LTDA.,3969,verdadeiro,Norte,C208,null,SCF-NP,PA
,,H1T,TPP,Acidente,null,2007-11-01,null,null,null,null,null,0,0,null,0,0,0,0,0,0,0,0,0,2,0,2,null,PTHTJ,206B,null,BELL HELICOPTER,/2007,5206,5,Voo Privado,NEWTON EMELINO MASUTTI,NEWTON EMELINO MASUTTI,1452,verdadeiro,Sudeste,B06,null,null,SP
,,L2P,TPX,Acidente,null,2007-08-07,null,null,null,null,null,0,1,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PTWID,EMB-810C,null,EMBRAER,/2007,5187,7,Táxi Aéreo,RADIAL AEROTAXI LTDA,RADIAL AEROTAXI LTDA - EPP,2073,verdadeiro,null,PA34,null,null,Indeterminado
SBCY,SBCY,L1P,PRI,Acidente,Substancial,2015-09-28,PERDA DE CONTROLE NO SOLO,Corrida após pouso,"Durante um voo de instrução, a aeronave perdeu a reta para a direita vindo a sair da pista e colidir contra árvores.",21:10:00,null,0,2,"-15,8525",0,0,0,0,0,0,0,0,0,0,0,0,"-56,0881",PTPRA,152,SANTO ANTONIO DO LEVERGER,CESSNA AIRCRAFT,1600/2015/2015,4672,2,Voo de Instrução,ACAD.SUP.DE.AV-ESC.DE AV.CIVIL LTDA-EPP,ACAD.SUP.DE.AV-ESC.DE AV.CIVIL LTDA-EPP,757,verdadeiro,Centro-Oeste,C152,null,LOC-G,MT
,,L2T,TPR,Ocorrência Anormal,null,2010-03-10,null,null,"DURANTE A INSPEÇÃO DE TRANSITO EM SBMG, FOI CONSTATADO PELA MANUTENÇÃO VAZAMENTO DE ÓLEO NO MOTOR DOIS LOCALIZADO PROXIMO A CAIXA DE REDUÇÃO, AERONAVE AGUARDOU EM SOLO ATÉ CHEGADA DA PEÇA(ELBOW DE 90 FRAUS), APÓS TROCA DA PEÇA PROSSEGUI PROGRAMAÇÃO NORMAL.",null,null,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PTMFJ,ATR-42-320,null,AEROSPATIALE AND ALENIA,44/2010,734,50,Voo Regular,PANTANAL,PANTANAL,16700,verdadeiro,Sudeste,AT43,null,null,SP
